Transaction_ID,Date,Store,Branch_ID,Sales_Channel,Product_ID,Product_Category,Product_Name,Brand,Unit_Cost,Unit_Price,Units_Sold,Revenue,Cost_of_Sales,Profit,Discount_Applied,Payment_Method,Transaction_Time,Customer_ID,Customer_Name,Gender,Age,Marital_Status,Occupation,Income_Level,Customer_Segment,Loyalty_Score,Stock_Available,Reorder_Level,Supplier,Restock_Frequency,Promotion_Type,Campaign_Name,Campaign_Spend,Customer_Response,Ad_Channel,Month,Year,Quarter,Weekday,Holiday_Period,Repeat_Purchase,Satisfaction_Score,Computed_Revenue,Region
T1600,2023-03-15,Kano,KA008,Online,P3968,Fashion,Dress,Adidas,112587.53794053747,147828.7077572326,3,443486.1232716978,337762.61382161244,105723.50945008534,1,POS,8:14:01,C5617,Sarah James,M,26.0,Single,Trader,Low,VIP,41.0,132,42,FashionBase Ltd,14,None,MegaSaver,271010,Yes,Email,March,2023,Q1,Wednesday,False,False,4.9,689.68,North-West
T1601,2024-05-06,Lagos,LA010,In-store,P8837,Sports,Basketball,Adidas,20187.734931986484,26636.442951503843,10,266364.42951503844,201877.34931986485,64487.08019517359,1,Online,10:15:01,C5791,Chioma James,M,29.0,Married,Student,Low,VIP,45.0,130,47,MegaMart Supply,7,Flash Sale,CustomerLove,510383,No,Social Media,May,2024,Q2,Monday,True,True,3.9,7369.92,South-West
T1602,2023-09-10,Abuja,AB006,Online,P1853,Groceries,Rice,Dangote,40630.31195924049,51278.311082595945,10,512783.1108259595,406303.1195924049,106479.99123355455,1,Cash,17:50:53,C1058,Tolu Eze,F,60.0,Married,Engineer,Low,Occasional,80.0,113,46,TechWorld Nigeria,14,Loyalty Offer,WeekendRush,767933,Yes,Radio,September,2023,Q3,Sunday,False,True,4.6,6664.59,North-Central
T1603,2023-08-18,Enugu,EN003,In-store,P3947,Groceries,Flour,Nestle,25914.795302455597,29103.38084995183,5,145516.90424975916,129573.976512278,15942.927737481165,1,Online,11:40:12,C5288,Grace Agina,F,42.0,Married,Lawyer,Medium,Occasional,56.0,251,66,TechWorld Nigeria,7,Discount,SummerBlast,288642,Yes,Social Media,August,2023,Q3,Friday,True,False,4.9,5895.5,South-East
T1604,2024-06-02,Lagos,LA002,Online,P1819,Groceries,Flour,Indomie,61380.04003825884,77362.26315626208,14,1083071.684187669,859320.5605356238,223751.12365204527,1,Transfer,19:56:57,C7545,Victor Aliyu,F,20.0,Single,Doctor,Medium,VIP,77.0,76,61,TechWorld Nigeria,7,Flash Sale,SummerBlast,716140,No,SMS,June,2024,Q2,Sunday,True,True,4.1,14301.119999999999,South-West
T1605,2023-06-23,Abuja,AB003,Online,P3451,Groceries,Pasta,Golden Penny,51331.405081489385,62007.6013084993,8,496060.8104679944,410651.2406519151,85409.56981607934,1,Transfer,12:19:28,C1951,David Olu,F,38.0,Married,Civil Servant,Low,VIP,87.0,29,49,GameHub Africa,30,None,CustomerLove,828328,No,Social Media,June,2023,Q2,Friday,False,False,3.0,6589.31,North-Central
T1606,2024-10-14,Abuja,AB006,Online,P9314,Electronics,Laptop,Apple,1220139.757215277,1596344.663360974,8,12770757.306887792,9761118.057722216,3009639.249165576,1,Transfer,14:14:17,C1269,Grace Adeniyi,M,46.0,Married,Banker,High,Occasional,97.0,114,58,FoodPro Distributors,14,Loyalty Offer,SummerBlast,367791,No,Radio,October,2024,Q4,Monday,True,True,3.8,1583.3999999999999,North-Central
T1607,2023-06-17,Enugu,EN001,In-store,P3192,Fashion,Jacket,Nike,22162.326775929818,29175.780301912702,13,379285.1439248651,288110.24808708765,91174.89583777747,1,Cash,10:37:20,C6143,Grace Olu,M,55.0,Married,Engineer,Low,Regular,99.0,181,78,GameHub Africa,14,Flash Sale,MegaSaver,456233,No,Billboard,June,2023,Q2,Saturday,False,True,4.7,17016.58,South-East
T1608,2023-06-19,Ibadan,IB007,In-store,P8069,Fashion,Suit,Nike,103783.97242492407,142416.82040903802,2,284833.64081807603,207567.94484984814,77265.6959682279,0,Transfer,17:34:54,C1345,Chioma Ibrahim,M,59.0,Married,Engineer,Low,VIP,86.0,134,75,MegaMart Supply,7,Discount,SummerBlast,359215,Yes,Billboard,June,2023,Q2,Monday,True,False,4.5,322.38,South-West
T1609,2024-01-28,Kano,KA009,In-store,P8134,Electronics,Refrigerator,Sony,676657.6610190986,877118.6141438335,2,1754237.228287667,1353315.3220381972,400921.90624946984,1,Transfer,12:48:08,C6934,Blessing Aliyu,F,37.0,Single,Engineer,High,VIP,73.0,20,32,FoodPro Distributors,7,None,MegaSaver,869286,No,Billboard,January,2024,Q1,Sunday,False,False,4.6,818.68,North-West
T1610,2024-09-25,Enugu,EN010,Online,P2945,Sports,Basketball,Nike,21812.91600822691,28491.645303702,6,170949.871822212,130877.49604936148,40072.37577285053,0,POS,10:01:19,C7232,Sarah James,F,60.0,Single,Engineer,High,VIP,85.0,52,32,FashionBase Ltd,7,Loyalty Offer,CustomerLove,427497,Yes,SMS,September,2024,Q3,Wednesday,False,True,3.2,7452.599999999999,South-East
T1611,2023-07-13,Benin,BE010,Online,P5549,Toys,Puzzle,Disney,33418.419282524046,40961.71758030687,6,245770.3054818412,200510.51569514428,45259.78978669693,0,Cash,8:22:59,C8731,Emeka Olu,M,25.0,Single,Teacher,Low,Regular,67.0,120,77,MegaMart Supply,30,Loyalty Offer,SummerBlast,770395,No,Billboard,July,2023,Q3,Thursday,True,True,3.6,3293.88,South-South
T1612,2024-05-31,Lagos,LA009,Online,P5002,Fashion,Suit,Nike,86135.33222622951,115693.75444504949,2,231387.50889009898,172270.66445245902,59116.84443763996,0,Online,14:34:44,C3949,Blessing Agina,F,53.0,Single,Civil Servant,High,VIP,82.0,241,40,FoodPro Distributors,14,Flash Sale,SummerBlast,385923,Yes,Radio,May,2024,Q2,Friday,False,True,3.4,2053.34,South-West
T1613,2023-01-29,Enugu,EN009,Online,P2868,Sports,Running Shoes,Nike,13113.363551819546,17086.493605178726,7,119605.45523625109,91793.54486273682,27811.91037351427,1,POS,11:57:14,C6694,Sarah Eze,F,38.79889042995839,Single,Civil Servant,High,Regular,89.0,98,36,GameHub Africa,30,Flash Sale,NaijaDeals,395910,No,Radio,January,2023,Q1,Sunday,True,False,3.7,1306.0600000000002,South-East
T1614,2023-06-14,Benin,BE002,Online,P7318,Electronics,Generator,Sony,348426.80202548497,460086.86669290456,15,6901303.000393569,5226402.030382275,1674900.970011294,0,Online,16:44:07,C811,David Adeniyi,M,18.0,Single,Banker,Low,VIP,79.0,200,67,FoodPro Distributors,30,Flash Sale,CustomerLove,926431,No,SMS,June,2023,Q2,Wednesday,False,True,4.5,2548.7000000000003,South-South
T1615,2024-02-26,Lagos,LA007,Online,P7039,Groceries,Rice,Nestle,37073.088456405254,46831.67261833707,23,1077128.4702217525,852681.0344973209,224447.43572443165,1,Transfer,13:14:38,C8846,David Olu,F,54.0,Single,Doctor,Medium,Regular,53.0,159,72,FoodPro Distributors,30,Discount,MegaSaver,974031,No,Billboard,February,2024,Q1,Monday,True,False,3.5,7195.68,South-West
T1616,2023-12-05,Enugu,EN010,Online,P7931,Groceries,Rice,Golden Penny,38556.41016601701,45902.56474052688,15,688538.4711079033,578346.1524902552,110192.3186176481,1,Transfer,18:39:54,C5089,Emeka Aliyu,F,49.0,Single,Lawyer,Low,Occasional,90.0,165,55,FashionBase Ltd,7,Flash Sale,CustomerLove,728553,No,Social Media,December,2023,Q4,Tuesday,False,False,3.5,10189.44,South-East
T1617,2024-10-09,Benin,BE010,In-store,P7531,Sports,Running Shoes,Puma,35846.949328862196,42263.88349213299,18,760749.9028583938,645245.0879195195,115504.81493887433,1,Cash,13:10:07,C8888,Blessing Okafor,F,36.0,Single,Banker,Medium,Regular,40.0,36,40,FoodPro Distributors,7,None,FestiveBonanza,615978,No,SMS,October,2024,Q4,Wednesday,True,True,4.7,13196.42,South-South
T1618,2024-05-10,Abuja,AB002,Online,P9521,Fashion,Sneakers,Nike,34295.009352122244,46340.94255148946,18,834136.9659268103,617310.1683382004,216826.79758860986,1,Cash,16:22:26,C3728,Victor James,M,39.0,Married,Banker,High,Occasional,75.0,141,30,MegaMart Supply,14,Loyalty Offer,FestiveBonanza,249538,Yes,Billboard,May,2024,Q2,Friday,True,False,4.4,4970.08,North-Central
T1619,2023-12-31,Benin,BE001,Online,P4330,Sports,Football,Nike,36760.350094335176,44470.22926323411,15,667053.4389485117,551405.2514150277,115648.18753348407,1,Cash,16:48:30,C5956,David Ibrahim,M,53.0,Married,Trader,Medium,Occasional,82.0,29,71,TechWorld Nigeria,30,None,SummerBlast,634577,Yes,Social Media,December,2023,Q4,Sunday,True,True,3.9,17043.74,South-South
T1620,2023-12-08,Ibadan,IB005,Online,P5843,Electronics,Laptop,HP,1220726.8831287073,1673223.5165963299,14,23425129.232348617,17090176.363801904,6334952.868546713,1,Transfer,8:24:09,C4229,Sarah Agina,F,48.0,Married,Student,Medium,Occasional,70.26907073509015,84,37,FashionBase Ltd,14,None,MegaSaver,343578,No,Email,December,2023,Q4,Friday,True,True,4.9,14950.560000000001,South-West
T1621,2024-05-14,Abuja,AB004,Online,P4865,Electronics,Laptop,Samsung,613776.2597698066,763662.2000592484,13,9927608.60077023,7979091.377007486,1948517.2237627432,1,Online,13:10:06,C4931,Tolu Agina,F,49.0,Married,Designer,Medium,Regular,74.0,138,64,MegaMart Supply,14,Discount,MegaSaver,285810,Yes,SMS,May,2024,Q2,Tuesday,False,False,3.4,4852.32,North-Central
T1622,2024-10-18,Abuja,AB003,In-store,P7461,Toys,Action Figure,Hasbro,59315.40571690368,75046.06560244711,20,1500921.3120489423,1186308.1143380736,314613.19771086867,1,Transfer,16:20:45,C3128,Emeka Okafor,F,33.0,Single,Designer,Medium,VIP,67.0,184,65,FashionBase Ltd,7,Flash Sale,CustomerLove,901070,No,Billboard,October,2024,Q4,Friday,False,True,4.4,16529.399999999998,North-Central
T1623,2024-05-25,Port Harcourt,PO006,Online,P9015,Electronics,Smart TV,HP,753219.1642328146,1005009.9920919829,16,16080159.873471726,12051506.627725033,4028653.2457466926,1,Transfer,12:30:14,C1476,Tolu Okafor,M,39.0,Single,Lawyer,High,VIP,63.0,207,70,MegaMart Supply,14,Flash Sale,NaijaDeals,659654,No,Social Media,May,2024,Q2,Saturday,False,True,3.7,4554.45,South-South
T1624,2023-11-23,Port Harcourt,PO010,Online,P5741,Toys,Puzzle,Disney,86004.71319115385,102607.16682991371,3,307821.5004897411,258014.13957346155,49807.36091627955,1,POS,21:41:33,C3428,Victor Adeniyi,M,49.0,Single,Trader,Low,VIP,73.0,113,57,TechWorld Nigeria,30,None,CustomerLove,760933,Yes,Radio,November,2023,Q4,Thursday,True,False,4.6,659.7,South-South
T1625,2023-08-05,Enugu,EN009,In-store,P5673,Toys,Puzzle,Hasbro,16704.64539000226,21439.322805463955,7,150075.2596382477,116932.51773001582,33142.74190823187,1,POS,15:51:51,C7223,Sarah Adeniyi,M,38.0,Single,Engineer,Medium,Occasional,59.0,282,33,TechWorld Nigeria,30,Discount,NaijaDeals,645493,No,Billboard,August,2023,Q3,Saturday,False,False,4.7,3988.39,South-East
T1626,2023-10-28,Enugu,EN003,Online,P7207,Electronics,Refrigerator,Sony,530365.1691040182,697854.056628015,13,9072102.736164195,6894747.198352237,2177355.537811958,1,Transfer,8:39:37,C9807,David Okafor,F,32.0,Single,Civil Servant,Low,Occasional,78.0,34,74,TechWorld Nigeria,7,Discount,CustomerLove,824508,No,Email,October,2023,Q4,Saturday,True,True,4.008321775312067,11306.12,South-East
T1627,2023-05-12,Abuja,AB010,In-store,P9852,Fashion,Trousers,Nike,32588.632671196785,42483.76318771462,22,934642.7901297216,716949.9187663293,217692.87136339233,1,Transfer,15:10:35,C6810,Blessing Ibrahim,F,28.0,Married,Civil Servant,Medium,Occasional,100.0,209,79,FoodPro Distributors,14,Loyalty Offer,CustomerLove,332559,Yes,Radio,May,2023,Q2,Friday,True,True,3.3,12318.800000000001,North-Central
T1628,2023-03-11,Enugu,EN005,In-store,P3255,Toys,Puzzle,Hasbro,24206.985597091116,31845.7884860119,10,318457.884860119,242069.85597091116,76388.02888920787,0,Transfer,20:59:13,C8764,Blessing James,F,23.0,Married,Teacher,Medium,Occasional,73.0,237,61,MegaMart Supply,30,None,CustomerLove,309902,Yes,Billboard,March,2023,Q1,Saturday,True,True,3.4,4950.219999999999,South-East
T1629,2023-09-09,Kano,KA010,In-store,P2342,Fashion,Trousers,Puma,43395.919502587654,58585.27278007746,16,937364.3644812393,694334.7120414025,243029.65243983688,1,Cash,15:29:36,C4126,Grace Aliyu,M,35.0,Married,Teacher,Low,Occasional,90.0,44,53,FashionBase Ltd,7,None,MegaSaver,813627,Yes,Billboard,September,2023,Q3,Saturday,False,True,4.3,16594.22,North-West
T1630,2024-02-19,Ibadan,IB001,In-store,P8613,Fashion,Suit,Puma,28270.490667896673,38362.58856324044,22,843976.9483912897,621950.7946937268,222026.15369756287,1,Online,12:08:41,C5316,Aisha Olu,F,19.0,Single,Engineer,High,VIP,90.0,181,52,TechWorld Nigeria,7,None,FestiveBonanza,801848,Yes,Radio,February,2024,Q1,Monday,False,True,4.7,9485.460000000001,South-West
T1631,2024-03-20,Ibadan,IB003,Online,P1999,Electronics,Laptop,LG,705294.7582357358,977861.704684618,6,5867170.2281077085,4231768.549414415,1635401.6786932936,1,Cash,11:44:22,C5004,Aisha Aliyu,M,43.0,Single,Student,High,Occasional,71.0,280,76,GameHub Africa,14,Flash Sale,SummerBlast,570388,Yes,Radio,March,2024,Q1,Wednesday,True,True,4.3,1470.5,South-West
T1632,2023-07-01,Kano,KA005,In-store,P7008,Fashion,Jeans,Adidas,96915.94003376203,124751.57162231396,3,374254.7148669419,290747.8201012861,83506.8947656558,0,Online,12:15:25,C7478,Aisha Okafor,F,42.0,Married,Trader,High,Regular,76.0,41,72,MegaMart Supply,30,Flash Sale,MegaSaver,709774,Yes,Email,July,2023,Q3,Saturday,True,True,4.1,886.36,North-West
T1633,2023-06-16,Enugu,EN005,Online,P5085,Sports,Tennis Racket,Adidas,88998.14892650943,106182.97775759171,19,2017476.5773942424,1690964.829603679,326511.7477905634,1,Transfer,18:57:13,C3001,Blessing Okafor,F,34.0,Married,Engineer,High,Occasional,66.0,191,64,FashionBase Ltd,14,Loyalty Offer,FestiveBonanza,591438,Yes,Social Media,June,2023,Q2,Friday,True,True,3.3,2750.2,South-East
T1634,2023-04-01,Abuja,AB004,Online,P7876,Electronics,Laptop,Apple,1007070.5434377316,1263064.0464664104,12,15156768.557596926,12084846.52125278,3071922.0363441464,1,Cash,17:26:36,C7017,Sarah Okafor,F,58.0,Married,Banker,Medium,VIP,73.0,42,56,FoodPro Distributors,14,Loyalty Offer,WeekendRush,992903,Yes,Radio,April,2023,Q2,Saturday,True,True,4.0,8445.36,North-Central
T1635,2024-12-14,Benin,BE006,Online,P5417,Fashion,Jeans,Adidas,43100.53723940394,56124.10411109681,15,841861.5616664521,646508.0585910591,195353.50307539303,0,Cash,20:24:53,C5844,Emeka James,F,52.0,Married,Doctor,Medium,VIP,69.0,158,79,TechWorld Nigeria,7,Loyalty Offer,SummerBlast,819338,Yes,Radio,December,2024,Q4,Saturday,False,True,4.1,3939.7400000000002,South-South
T1636,2024-06-14,Enugu,EN007,In-store,P4513,Fashion,Jacket,Adidas,101015.7050387679,137661.12374252937,11,1514272.361167823,1111172.755426447,403099.60574137606,1,Online,8:11:34,C4752,Tolu Aliyu,M,34.0,Single,Trader,High,VIP,78.0,85,55,MegaMart Supply,14,Loyalty Offer,SummerBlast,241438,No,Social Media,June,2024,Q2,Friday,True,True,4.008321775312067,620.28,South-East
T1637,2023-02-08,Kano,KA003,Online,P8566,Electronics,Smart TV,LG,827677.4009217634,1106309.6279460776,6,6637857.767676465,4966064.40553058,1671793.362145885,1,Transfer,13:49:15,C219,John Ibrahim,M,19.0,Single,Designer,High,Occasional,93.0,58,33,GameHub Africa,14,Loyalty Offer,FestiveBonanza,865103,Yes,Billboard,February,2023,Q1,Wednesday,False,False,3.1,4661.23,North-West
T1638,2023-05-06,Ibadan,IB010,Online,P5190,Toys,Puzzle,Mattel,43368.20964231053,53292.828714731404,8,426342.62971785123,346945.67713848426,79396.95257936697,1,Online,9:06:34,C6766,Aisha Olu,M,41.0,Single,Designer,Medium,VIP,51.0,46,32,MegaMart Supply,14,None,CustomerLove,652587,Yes,Email,May,2023,Q2,Saturday,True,True,3.9,2212.77,South-West
T1639,2024-03-26,Abuja,AB003,In-store,P1918,Toys,Puzzle,Disney,24729.347232228,29924.088440096817,21,628405.8572420331,519316.291876788,109089.5653652451,0,Cash,13:29:30,C675,Victor Adeniyi,M,43.0,Married,Doctor,Low,Occasional,63.0,180,31,TechWorld Nigeria,7,None,SummerBlast,343195,No,Radio,March,2024,Q1,Tuesday,True,True,4.6,5832.43,North-Central
T1640,2023-06-22,Abuja,AB008,In-store,P1567,Toys,Puzzle,Mattel,13936.591355412877,17681.243532444296,18,318262.3835839973,250858.64439743178,67403.73918656554,1,POS,9:01:51,C2912,Sarah Okafor,M,31.0,Married,Teacher,High,Occasional,70.0,149,50,FashionBase Ltd,30,None,FestiveBonanza,720070,Yes,Radio,June,2023,Q2,Thursday,True,True,4.008321775312067,17704.96,North-Central
T1641,2024-10-14,Lagos,LA001,In-store,P7669,Sports,Basketball,Nike,96638.27985939923,114399.87921846421,7,800799.1545292494,676467.9590157947,124331.19551345473,1,Transfer,20:05:09,C2470,Aisha Ibrahim,F,26.0,Single,Student,Low,VIP,81.0,28,67,FashionBase Ltd,14,None,MegaSaver,389052,No,Radio,October,2024,Q4,Monday,True,True,4.3,2376.96,South-West
T1642,2023-08-08,Enugu,EN008,In-store,P3138,Fashion,Sneakers,Nike,70062.37008469172,95877.85905825056,11,1054656.449640756,770686.0709316089,283970.3787091471,0,Online,8:08:06,C6800,Emeka Aliyu,F,53.0,Single,Doctor,Medium,Regular,92.0,74,66,TechWorld Nigeria,14,Discount,SummerBlast,650748,No,SMS,August,2023,Q3,Tuesday,False,False,4.0,10137.0,South-East
T1643,2024-09-29,Enugu,EN008,In-store,P4504,Toys,Puzzle,Disney,22293.378098414178,27496.184738652715,17,467435.14055709617,378987.427673041,88447.71288405516,0,Cash,17:02:31,C6315,Victor Agina,F,37.0,Married,Banker,Low,Occasional,87.0,169,69,GameHub Africa,7,Discount,MegaSaver,515386,Yes,Social Media,September,2024,Q3,Sunday,False,True,3.8,6027.3,South-East
T1644,2023-02-27,Ibadan,IB005,Online,P4775,Groceries,Rice,Nestle,13507.165142107999,15284.291522840525,13,198695.78979692684,175593.146847404,23102.64294952285,1,Online,10:09:45,C8952,John Eze,F,46.0,Single,Lawyer,Low,VIP,54.0,24,40,TechWorld Nigeria,7,Flash Sale,WeekendRush,962160,No,Billboard,February,2023,Q1,Monday,True,False,4.8,7561.29,South-West
T1645,2024-10-21,Lagos,LA001,In-store,P1998,Groceries,Sugar,Golden Penny,35726.85166110587,42309.63079542457,20,846192.6159084914,714537.0332221175,131655.58268637396,0,Cash,12:07:25,C397,Blessing Eze,M,36.0,Married,Designer,Low,Occasional,47.0,21,31,GameHub Africa,7,None,CustomerLove,989544,Yes,Billboard,October,2024,Q4,Monday,True,False,3.4,9323.31,South-West
T1646,2024-04-20,Enugu,EN007,Online,P1732,Toys,Puzzle,Hasbro,8611.484356587693,10252.708592188104,1,10252.708592188104,8611.484356587693,1641.2242356004117,1,POS,11:27:07,C245,Blessing Adeniyi,F,52.0,Single,Lawyer,Medium,Regular,56.0,69,76,MegaMart Supply,14,Discount,FestiveBonanza,748815,Yes,SMS,April,2024,Q2,Saturday,True,False,4.4,364.53,South-East
T1647,2024-03-31,Port Harcourt,PO001,Online,P3458,Toys,Action Figure,Disney,8221.313106541456,10786.329772835688,14,151008.61681969964,115098.38349158039,35910.233328119255,1,Transfer,17:56:45,C3198,John Agina,M,41.0,Single,Student,Low,Regular,66.0,159,55,FoodPro Distributors,14,Flash Sale,WeekendRush,256275,Yes,Social Media,March,2024,Q1,Sunday,True,False,4.8,6255.73,South-South
T1648,2023-12-27,Ibadan,IB003,In-store,P9306,Electronics,Tablet,Apple,607007.4183568317,795182.969527877,19,15108476.421029665,11533140.9487798,3575335.4722498637,1,Transfer,10:29:14,C2357,Aisha Aliyu,F,18.0,Single,Civil Servant,Low,VIP,73.0,203,70,MegaMart Supply,14,Loyalty Offer,SummerBlast,433066,No,Email,December,2023,Q4,Wednesday,True,True,3.6,7996.48,South-West
T1649,2023-01-01,Abuja,AB002,In-store,P6439,Toys,Action Figure,Lego,13521.026661176997,16302.693052594672,14,228237.70273632542,189294.37325647796,38943.32947984745,0,Cash,8:29:38,C9094,Emeka Eze,M,58.0,Single,Student,Medium,Occasional,41.0,108,44,TechWorld Nigeria,14,None,MegaSaver,224674,Yes,Social Media,January,2023,Q1,Sunday,True,True,4.0,5407.09,North-Central
T1650,2024-01-22,Enugu,EN003,In-store,P4285,Electronics,Refrigerator,Apple,736654.7173287759,924477.4351827961,15,13867161.52774194,11049820.759931639,2817340.767810302,1,Online,20:20:14,C9402,David Okafor,F,23.0,Single,Teacher,High,Regular,100.0,152,49,FoodPro Distributors,30,Discount,NaijaDeals,886913,Yes,Billboard,January,2024,Q1,Monday,False,False,5.0,9484.48,South-East
T1651,2023-12-14,Benin,BE006,In-store,P2443,Fashion,Trousers,Adidas,68576.06359835454,93734.89334237149,15,1406023.4001355723,1028640.953975318,377382.4461602543,0,Online,14:34:10,C3976,Victor Adeniyi,F,58.0,Single,Banker,Medium,VIP,56.0,103,50,TechWorld Nigeria,30,Flash Sale,MegaSaver,900635,Yes,Email,December,2023,Q4,Thursday,False,True,4.0,4241.3,South-South
T1652,2023-07-09,Benin,BE003,Online,P7556,Sports,Running Shoes,Puma,88551.93473466461,113489.67003837123,6,680938.0202302274,531311.6084079876,149626.41182223975,0,POS,13:00:02,C2230,John Okafor,F,38.79889042995839,Married,Lawyer,Medium,Occasional,58.0,231,36,GameHub Africa,14,None,NaijaDeals,352645,Yes,Billboard,July,2023,Q3,Sunday,False,False,4.6,3925.08,South-South
T1653,2024-05-19,Port Harcourt,PO003,Online,P9973,Electronics,Air Conditioner,Apple,342329.24233644025,435096.9485186051,20,8701938.970372101,6846584.846728805,1855354.1236432958,1,Cash,14:42:44,C1909,Sarah Okafor,F,58.0,Married,Banker,High,Occasional,88.0,161,48,TechWorld Nigeria,7,Discount,WeekendRush,944758,No,Billboard,May,2024,Q2,Sunday,True,True,3.9,7640.28,South-South
T1654,2023-07-10,Lagos,LA010,In-store,P6527,Sports,Basketball,Adidas,83716.30187530127,103183.01121450818,1,103183.01121450818,83716.30187530127,19466.709339206907,1,Cash,21:06:02,C4810,Blessing Olu,M,51.0,Married,Civil Servant,High,VIP,65.0,113,35,MegaMart Supply,14,Loyalty Offer,SummerBlast,888402,No,Social Media,July,2023,Q3,Monday,True,True,4.7,573.36,South-West
T1655,2024-05-22,Lagos,LA004,Online,P1068,Sports,Football,Adidas,110286.60299021374,145943.0845600978,22,3210747.860322152,2426305.2657847023,784442.5945374495,0,Cash,9:51:17,C8237,Sarah Okafor,F,21.0,Single,Trader,Low,VIP,84.0,36,30,MegaMart Supply,14,None,FestiveBonanza,452394,Yes,Email,May,2024,Q2,Wednesday,True,False,4.5,4838.400000000001,South-West
T1656,2024-01-04,Kano,KA006,Online,P3549,Sports,Football,Nike,89107.4483140434,104766.80317792145,3,314300.40953376435,267322.3449421302,46978.064591634145,0,POS,15:21:14,C934,Blessing Ibrahim,M,55.0,Married,Designer,High,Regular,95.0,192,63,MegaMart Supply,30,Discount,FestiveBonanza,695502,Yes,Radio,January,2024,Q1,Thursday,False,True,3.9,1347.52,North-West
T1657,2024-02-13,Benin,BE002,In-store,P8666,Sports,Running Shoes,Adidas,83476.19672356175,107513.28981283908,20,2150265.7962567816,1669523.934471235,480741.86178554664,1,Transfer,15:31:49,C6907,Emeka Eze,M,53.0,Single,Designer,Low,VIP,97.0,81,64,MegaMart Supply,14,Loyalty Offer,SummerBlast,242276,No,Email,February,2024,Q1,Tuesday,True,True,3.4,5136.08,South-South
T1658,2023-04-27,Port Harcourt,PO008,Online,P6765,Toys,Action Figure,Hasbro,51172.75681046909,60868.20494267718,6,365209.2296560631,307036.5408628145,58172.688793248555,0,Online,17:02:50,C8300,Victor Agina,M,59.0,Married,Banker,Low,VIP,53.0,216,68,FoodPro Distributors,30,Loyalty Offer,MegaSaver,472191,No,Email,April,2023,Q2,Thursday,True,False,4.6,7491.900000000001,South-South
T1659,2023-05-14,Ibadan,IB010,In-store,P5028,Fashion,Jeans,Adidas,43971.997158824895,57062.27919832157,1,57062.27919832157,43971.997158824895,13090.282039496677,1,POS,13:02:52,C6074,Sarah Okafor,F,21.0,Single,Civil Servant,Medium,VIP,64.0,287,79,FashionBase Ltd,7,Loyalty Offer,SummerBlast,936956,Yes,Radio,May,2023,Q2,Sunday,True,True,3.6,110.17,South-West
T1660,2023-02-27,Benin,BE001,In-store,P1386,Fashion,Jeans,Nike,124744.10864279431,164629.61790271895,17,2798703.504346222,2120649.846927503,678053.657418719,1,Online,19:18:25,C5038,Emeka Eze,M,18.0,Married,Trader,Low,VIP,46.0,145,44,GameHub Africa,14,Flash Sale,NaijaDeals,776665,Yes,Social Media,February,2023,Q1,Monday,True,False,4.008321775312067,5653.28,South-South
T1661,2024-07-09,Lagos,LA008,Online,P3547,Fashion,Suit,Puma,101736.70459180592,144334.72874436685,5,721673.6437218343,508683.5229590296,212990.1207628047,1,Cash,15:58:31,C8383,Grace Eze,M,38.0,Married,Trader,High,Regular,60.0,188,36,MegaMart Supply,7,Loyalty Offer,CustomerLove,721929,Yes,SMS,July,2024,Q3,Tuesday,False,False,3.3,4180.92,South-West
T1662,2024-11-15,Benin,BE004,Online,P3634,Electronics,Tablet,HP,822562.0540204064,1057807.375964853,13,13751495.88754309,10693306.702265283,3058189.1852778066,0,Online,9:01:29,C6380,Victor Olu,F,36.0,Married,Student,Medium,Regular,89.0,124,33,GameHub Africa,14,Discount,NaijaDeals,602940,No,Email,November,2024,Q4,Friday,True,False,4.3,5478.84,South-South
T1663,2024-11-02,Lagos,LA004,Online,P6028,Groceries,Beverage,Indomie,14837.999518838571,17025.593666251552,2,34051.187332503105,29675.999037677142,4375.188294825963,1,POS,13:16:49,C8784,Victor Olu,F,36.0,Single,Banker,High,Regular,85.0,221,73,GameHub Africa,14,Flash Sale,MegaSaver,394968,No,Social Media,November,2024,Q4,Saturday,False,False,3.9,927.5,South-West
T1664,2023-06-22,Abuja,AB008,In-store,P3356,Electronics,Tablet,Sony,1113352.5188723905,1448985.9124969377,19,27530732.337441817,21153697.85857542,6377034.478866398,1,Online,17:03:26,C1207,Aisha Adeniyi,M,53.0,Married,Designer,Medium,Occasional,48.0,35,46,GameHub Africa,30,None,CustomerLove,912427,Yes,Billboard,June,2023,Q2,Thursday,True,False,4.6,6044.35,North-Central
T1665,2023-05-29,Benin,BE009,Online,P1416,Groceries,Cooking Oil,Indomie,60566.73005383384,70717.27290047839,1,70717.27290047839,60566.73005383384,10150.542846644552,1,POS,18:41:47,C9995,Sarah Aliyu,M,54.0,Married,Engineer,Medium,Occasional,94.0,184,56,FoodPro Distributors,7,None,CustomerLove,824299,No,Email,May,2023,Q2,Monday,False,False,3.5,654.35,South-South
T1666,2023-03-21,Enugu,EN005,In-store,P9633,Electronics,Laptop,Samsung,820703.2493249194,1095697.6093453942,5,5478488.046726971,4103516.2466245973,1374971.8001023736,1,Cash,9:48:04,C2511,Sarah Aliyu,M,43.0,Single,Designer,High,VIP,51.0,257,53,FoodPro Distributors,14,Discount,MegaSaver,311786,No,Billboard,March,2023,Q1,Tuesday,True,False,3.3,406.85,South-East
